,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
1498,2006-10-20,56,10,134,Jan,Svoboda,MUDr.,,55.0,lékař,Praha 1,500054.0,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů-Váš hlas pro zdravotnictví"""
1499,2006-10-20,59,1,1,Jan,Holík,Ing.,,61.0,1.nám.primátora města Brna,Brno,3.0,1.0,1.0,A,2919,9.12,9.12073490813648,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1500,2006-10-20,59,2,192,Rom,Kostřica,prof. MUDr.,CSc.,57.0,lékař,Brno,3.0,99.0,192.0,A,2018,6.3,6.30546181727284,0,0,0,0.0,0.0,0,0,POLITIKA 21
1501,2006-10-20,59,3,7,Jiří,Václavek,Ing.,,64.0,ekonom,Brno,3.0,7.0,7.0,A,5821,18.18,18.18835145606799,2,0,7277,40.56,40.56751031330137,0,0,Česká strana sociálně demokratická
1502,2006-10-20,59,4,53,Richard,Svoboda,PhDr.,MBA,42.0,primátor města Brna,Brno,3.0,53.0,53.0,A,12081,37.74,37.74840644919385,2,0,10661,59.43,59.43248968669862,1,0,Občanská demokratická strana
1503,2006-10-20,59,5,5,Mojmír,Vlašín,RNDr.,,51.0,ekolog,Brno,3.0,99.0,5.0,A,5341,16.68,16.68853893263342,0,0,0,0.0,0.0,0,0,Strana zelených
1504,2006-10-20,59,6,172,Růžena,Šalomonová,Mgr.,,52.0,předseda kraj.rady škol.odborů,Znojmo,593711.0,172.0,172.0,A,820,2.56,2.56217972753405,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný)
1505,2006-10-20,59,7,47,Daniel,Borecký,RNDr.,CSc.,53.0,vysokoškolský učitel,Brno,3.0,47.0,47.0,A,3004,9.38,9.38632670916135,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1506,2006-10-20,62,1,1,Petr,Kousal,Ing.,,52.0,generál. zástupce Českých drah,Praha 4,500119.0,1.0,1.0,A,4888,11.22,11.22104634879823,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1507,2006-10-20,62,2,47,Jaroslav,Čížek,Ing.,,63.0,podnikatel,Prostějov,589250.0,47.0,47.0,A,5150,11.82,11.82250177911434,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1508,2006-10-20,62,3,24,Vladimír,Hučín,,,54.0,jemný mechanik,Přerov,511382.0,40.0,24.0,A,4838,11.1,11.10626477812722,0,0,0,0.0,0.0,0,0,Konzervativní strana
1509,2006-10-20,62,4,7,Božena,Sekaninová,,,48.0,Místostarosta města Prostějova,Prostějov,589250.0,7.0,7.0,A,16091,36.93,36.93900507334542,2,0,14151,57.36,57.36349264258786,1,0,Česká strana sociálně demokratická
1510,2006-10-20,62,5,53,Ivana,Hemerková,Mgr.,,48.0,ředitelka Stř. zdrav. školy,Prostějov,589250.0,53.0,53.0,A,11279,25.89,25.89242671196712,2,0,10518,42.63,42.63650735741213,0,0,Občanská demokratická strana
1511,2006-10-20,62,6,77,Vladimír,Trunda,Ing.,,44.0,podnikatel,Přemyslovice,589934.0,77.0,77.0,A,1315,3.01,3.01875530864764,0,0,0,0.0,0.0,0,0,Česká pravice
1512,2006-10-20,62,7,134,Stanislav,Krul,MUDr.,,51.0,lékař,Praha 1,500054.0,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů-Váš hlas pro zdravotnictví"""
1513,2006-10-20,65,1,47,Josef,Janíček,,,59.0,starosta obce,Ruda nad Moravou,540978.0,47.0,47.0,A,6505,17.86,17.86057494302737,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
